RouteName,Location,URL,Avg Stars,Route Type,Rating
Moonstripe,The Stolen Buttress - Main Cliff Left > Main Cliff Area > Merriam Woods aka Russell Crags > WM: Lincoln/Woodstock Area > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Mancation,5. Lost Boys Area > North Bald Cap > Great North Woods Region > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Italian Expresso,Railroad Cut > The Newbury Cut > Dartmouth / Lake Sunapee > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
The Judge,Railroad Cut > The Newbury Cut > Dartmouth / Lake Sunapee > New Hampshire,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a/b
To Tee or Not To Tee,River (South) Face > The Trestle > 4. Eastern Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Maxito's Revenge,Road (North) Face > The Trestle > 4. Eastern Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10-
Hot Yoga,07. Little Amphitheater > Pilot Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a/b
Casablanca,13. Ground Up aka Big Gully > Pilot Mountain > 3. Piedmont Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a/b
Lichen Surprise,Middle Hawksbill > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
If You Bolt It They Will Come,Middle Hawksbill > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Original Route,The Flackamite/Pirate wall > Sitting Bear > Linville Gorge > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Homegrown,The Dump aka Warpin and Dorphin (Routes) > The Dump > 2. Northern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Ice Cakes,The Wall of Solitude > Rumbling Bald > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a
Enter Slabman,"Un-named wall - - Right of Desperado (middle wall) > The Dark Side (Closed to climbing, included for historic reference) > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10-
Frightful Beginnings,East Cliff > Melrose Mtn. Climbing Park > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Feelin' Good,West Cliff - Main > Melrose Mtn. Climbing Park > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,"Sport, TR",5.10a
John Myers Memorial Route,Main Wall > Little Bearwallow Falls > 1. Southern Mountains Region > North Carolina,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Hurts So Good,Paradox Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Unknown In Red Light District,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Girls Only,Leda > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Christine,Stephen King Library > South Clear Creek > Obed & Clear Creek > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Tarantella,Lilly Bluff > Obed & Clear Creek > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Ticks Are For Kids,Lilly Bluff > Obed & Clear Creek > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Overloaded,Fort Sandstone > Obed & Clear Creek > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Sam's Party Store,Fort Sandstone > Obed & Clear Creek > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Born to be Freed,Walt's Wall > King's Bluff > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Two Timer,Walt's Wall > King's Bluff > Tennessee,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
